House Number,Neighborhood,Household Income,House Size (sqf),House Market Value,Family Size,Identified Race,Swimming Pool,Ownership
4405,Huntington,135280,806,764393,3,Asian,No,Own
4406,Kingsley,238411,2386,1299566,5,White,No,Rent
4407,Huntington,70721,1625,380400,4,Black,No,Own
4408,Maplewood,198217,4624,279594,1,Black,No,Own
4409,Rosedale,40599,2068,819713,6,Asian,No,Own
4410,Ashford,102594,4236,655476,6,Other,Yes,Own
4411,Maplewood,243814,4238,417278,7,Hispanic,No,Rent
4412,Maplewood,238502,2110,1446808,6,Other,No,Own
4413,Kingsley,164011,4833,508195,1,Hispanic,No,Rent
4414,Kingsley,52149,2427,936538,4,Hispanic,No,Own
4415,Rosedale,157616,1836,1281243,7,Other,No,Own
4416,Ashford,227639,1277,590320,2,Black,No,Own
4417,Rosedale,171280,3478,167824,5,Hispanic,No,Own
4418,Maplewood,227170,1514,991581,4,Asian,No,Rent
4419,Rosedale,139034,2476,271503,1,Asian,No,Rent
4420,Maplewood,210564,2962,456691,7,Hispanic,No,Own
4421,Maplewood,50951,1308,904310,3,Black,No,Rent
4422,Huntington,209992,1181,876654,6,Hispanic,No,Own
4423,Ashford,76766,1980,622040,6,Asian,No,Own
4424,Kingsley,87014,2645,1257060,4,Asian,No,Own
4425,Rosedale,189423,2518,493423,6,Other,No,Own
4426,Rosedale,245288,1900,1149659,6,Black,No,Rent
4427,Maplewood,210458,2660,1331212,4,Other,No,Own
4428,Maplewood,117122,2891,385279,4,White,No,Own
4429,Maplewood,39308,1517,157109,7,Hispanic,No,Own
4430,Kingsley,89252,1117,1472074,1,Other,No,Own
4431,Kingsley,236217,2576,731180,1,Black,Yes,Own
4432,Ashford,113211,3084,424377,6,Hispanic,No,Own
4433,Ashford,189136,2044,1376403,7,Hispanic,No,Rent
4434,Huntington,214951,2133,575344,4,Hispanic,No,Own
4435,Maplewood,156534,4469,1325860,4,Hispanic,Yes,Own
4436,Rosedale,38720,2000,315648,6,Hispanic,Yes,Own
4437,Rosedale,156204,2594,1200164,2,Black,Yes,Own
4438,Kingsley,204012,3501,227558,3,White,No,Rent
4439,Huntington,109993,2254,1488975,5,Asian,Yes,Own
4440,Maplewood,229547,2733,1013758,5,White,Yes,Own
4441,Huntington,77113,1546,1270497,6,Asian,No,Own
4442,Huntington,78926,1640,313630,7,Other,No,Rent
4443,Maplewood,199275,3295,1308436,5,Hispanic,No,Rent
4444,Rosedale,249973,1888,1021523,1,Other,No,Own
4445,Rosedale,166464,1592,175018,7,Other,No,Own
4446,Huntington,55905,2067,1195449,7,Asian,No,Own
4447,Maplewood,234580,2350,754529,1,Black,No,Rent
4448,Kingsley,80385,3490,1027399,2,Hispanic,No,Own
4449,Rosedale,60653,1092,1359319,6,Other,No,Own
4450,Kingsley,121865,4822,1077074,1,White,No,Own
4451,Rosedale,245792,2204,892553,6,Hispanic,No,Own
4452,Ashford,155813,2448,1247908,6,Black,No,Own
4453,Huntington,175871,3616,1231021,7,Hispanic,Yes,Own
4454,Huntington,221175,4710,430007,4,Other,Yes,Own
4455,Huntington,45052,3718,149987,3,White,Yes,Own
4456,Maplewood,167116,2197,1249363,3,Other,No,Own
4457,Kingsley,180943,2493,1014647,6,Black,No,Own
4458,Maplewood,181306,1837,721371,3,Asian,No,Own
4459,Rosedale,51381,4652,994466,3,White,No,Rent
4460,Ashford,178346,2362,1256982,5,Black,No,Own
4461,Rosedale,248912,1912,1155880,7,Black,No,Own
4462,Ashford,113108,2091,759409,5,Other,No,Rent
4463,Huntington,79892,1961,109495,4,Other,No,Own
4464,Maplewood,211593,1829,911139,2,Other,No,Own
4465,Kingsley,121501,3539,1079424,7,Asian,No,Own
4466,Rosedale,244992,1778,406688,1,Hispanic,No,Own
4467,Maplewood,113391,1317,786066,1,Hispanic,No,Own
4468,Maplewood,47920,1582,725058,5,Other,No,Own
4469,Huntington,46702,3631,114987,6,Other,No,Rent
4470,Huntington,31894,4980,250161,3,Asian,No,Rent
4471,Huntington,60985,937,1160041,4,Hispanic,No,Own
4472,Huntington,189359,1553,1230647,2,Asian,No,Rent
4473,Maplewood,155702,3753,919072,5,Black,No,Own
4474,Rosedale,103527,3255,438141,6,Hispanic,No,Own
4475,Kingsley,176511,3634,1160942,4,Other,No,Own
4476,Ashford,158676,1379,916327,6,White,Yes,Own
4477,Rosedale,72235,4055,1412505,4,Black,Yes,Own
4478,Rosedale,188731,4066,1154818,5,White,No,Own
4479,Ashford,54976,1195,736904,4,Asian,Yes,Own
4480,Ashford,112643,2737,426543,7,Asian,No,Rent
4481,Maplewood,228937,3389,1417076,3,Asian,No,Own
4482,Ashford,137631,3834,1040733,4,Other,No,Own
4483,Ashford,229378,969,904652,2,Asian,No,Own
4484,Ashford,86697,3137,601109,4,White,No,Own
4485,Maplewood,100382,4039,983654,7,Black,No,Rent
4486,Kingsley,46651,4215,555066,1,Other,No,Rent
4487,Maplewood,210116,4368,1068204,7,Black,No,Rent
4488,Rosedale,44633,4016,846256,4,Asian,Yes,Rent
4489,Kingsley,109164,4284,1252043,6,Hispanic,Yes,Own
4490,Ashford,30569,2641,1453100,5,Other,No,Own
4491,Rosedale,220972,4560,441977,1,Asian,No,Own
4492,Kingsley,97509,3826,728296,5,Other,No,Rent
4493,Ashford,153425,4765,974756,6,Hispanic,No,Own
4494,Kingsley,131126,2401,1014150,2,White,No,Own
4495,Kingsley,157522,1946,1253568,3,White,No,Own
4496,Kingsley,63038,3484,1328251,2,White,Yes,Own
4497,Ashford,210160,911,193593,1,Hispanic,No,Own
4498,Maplewood,234249,1392,742627,6,Black,No,Rent
4499,Rosedale,235538,3239,249519,6,Hispanic,No,Own
4500,Rosedale,233288,2038,1232516,3,Hispanic,No,Rent
4501,Ashford,227865,3594,186677,4,Asian,No,Rent
4502,Ashford,234858,3214,1093381,1,White,No,Rent
4503,Rosedale,68138,2929,336729,3,Other,Yes,Rent
4504,Maplewood,224382,3653,567894,7,Black,Yes,Own
4505,Ashford,189829,3669,1262146,7,Other,No,Rent
4506,Rosedale,231466,4398,1475303,5,Asian,Yes,Own
4507,Kingsley,240099,4603,687344,3,Asian,Yes,Rent
4508,Maplewood,217223,2326,181468,5,Black,No,Own
4509,Ashford,140740,2769,1009329,7,Other,No,Own
4510,Huntington,141174,1751,854233,7,Black,No,Own
4511,Maplewood,79272,2302,137880,5,Black,No,Own
4512,Ashford,167980,4136,101355,6,White,Yes,Rent
4513,Maplewood,171916,909,206360,3,Other,No,Rent
4514,Kingsley,81455,4786,683224,6,White,No,Own
4515,Ashford,98447,3154,312694,7,White,No,Own
4516,Rosedale,235599,1025,1366699,6,White,Yes,Rent
4517,Ashford,107108,3811,1405610,2,Hispanic,No,Own
4518,Huntington,204138,4926,310828,2,Asian,No,Rent
4519,Maplewood,201076,1413,1195842,6,Asian,No,Own
4520,Maplewood,68333,898,1337863,6,Hispanic,No,Own
4521,Huntington,151219,1610,723426,5,Black,No,Rent
4522,Ashford,113029,4137,684944,6,Other,Yes,Own
4523,Huntington,69697,3499,1202680,1,Other,No,Own
4524,Ashford,47634,1819,1225420,3,Other,No,Rent
4525,Huntington,155520,3825,100969,1,White,No,Rent
4526,Rosedale,54561,4328,886686,2,Other,No,Rent
4527,Kingsley,179105,4686,564657,1,Other,No,Own
4528,Huntington,233959,3779,954399,4,Other,No,Own
4529,Ashford,85063,4140,566508,4,Asian,No,Own
4530,Maplewood,55921,1596,301961,2,Hispanic,No,Own
4531,Rosedale,49340,2757,674405,1,Black,No,Rent
4532,Maplewood,92781,3866,706692,3,Hispanic,No,Own
4533,Maplewood,44901,3820,1291974,2,Other,No,Own
4534,Rosedale,40638,3480,583338,4,Black,No,Rent
4535,Ashford,199668,3748,1423631,2,Black,Yes,Rent
4536,Ashford,247986,4531,413323,1,Hispanic,Yes,Own
4537,Rosedale,74324,1901,1384179,1,Hispanic,No,Own
4538,Kingsley,118356,1837,425689,1,Hispanic,No,Rent
4539,Maplewood,62642,1591,340655,5,Hispanic,No,Own
4540,Maplewood,55378,4974,1012350,1,White,No,Rent
4541,Maplewood,80867,2578,410748,6,Asian,Yes,Rent
4542,Ashford,103686,1781,1368549,4,Asian,No,Own
4543,Maplewood,72875,2065,1485052,7,Other,No,Own
4544,Rosedale,148171,1543,116820,4,White,No,Own
4545,Rosedale,130061,3231,700790,5,Black,No,Own
4546,Huntington,244801,1174,1215921,4,Hispanic,No,Own
4547,Maplewood,94377,2553,270386,4,Other,Yes,Rent
4548,Kingsley,84691,4697,927307,2,Black,No,Rent
4549,Kingsley,225375,3336,1113689,7,Asian,No,Own
4550,Kingsley,221911,2791,1219369,7,Black,No,Rent
4551,Huntington,79063,3728,1098091,1,Hispanic,No,Own
4552,Maplewood,121782,4246,1415629,6,Hispanic,Yes,Rent
4553,Maplewood,108343,1391,114866,6,Asian,No,Own
4554,Huntington,113071,3369,883834,2,Hispanic,No,Own
4555,Ashford,166564,3672,344734,6,White,Yes,Own
4556,Ashford,151399,1976,1111567,2,Other,No,Own
4557,Kingsley,61357,2135,1476717,7,Asian,No,Own
4558,Kingsley,232910,912,1439180,7,Asian,No,Rent
4559,Huntington,62314,4572,148500,7,Black,No,Own
4560,Huntington,209769,2645,1348417,6,Asian,No,Rent
4561,Kingsley,100283,2787,622881,4,Other,No,Own
4562,Rosedale,89567,2785,880331,7,White,Yes,Own
4563,Huntington,77006,4092,374272,3,Black,Yes,Own
4564,Maplewood,221083,4042,987675,1,Other,Yes,Rent
4565,Maplewood,171758,1052,360731,3,Asian,No,Own
4566,Huntington,198521,923,590010,4,Hispanic,No,Own
4567,Rosedale,91606,2036,1327613,5,Hispanic,No,Rent
4568,Maplewood,48891,1423,1048742,2,Other,No,Own
4569,Maplewood,213187,3956,754676,6,White,No,Own
4570,Huntington,131732,3936,1259878,6,Hispanic,No,Own
4571,Ashford,221791,4189,804600,4,Other,No,Own
4572,Kingsley,234102,4217,183583,6,Black,No,Own
4573,Maplewood,197795,2455,1086341,4,Asian,No,Rent
4574,Kingsley,59877,2066,809649,3,White,No,Rent
4575,Kingsley,44026,3745,684352,5,White,No,Own
4576,Rosedale,50422,1960,197119,2,Black,Yes,Own
4577,Rosedale,170316,3094,968773,6,White,No,Own
4578,Maplewood,63481,1240,804259,5,Other,No,Own
4579,Huntington,119180,2892,186891,5,White,Yes,Own
4580,Kingsley,139384,3505,581981,5,White,Yes,Own
4581,Huntington,88031,4559,825329,1,White,No,Own
4582,Rosedale,169593,1353,133033,5,Other,No,Own
4583,Kingsley,162818,1912,463298,7,Asian,No,Rent
4584,Kingsley,113127,3577,1149954,4,Hispanic,No,Rent
4585,Kingsley,122254,2633,1254037,1,White,No,Own
4586,Huntington,98232,2114,798134,7,Black,No,Rent
4587,Rosedale,173084,4293,743392,1,Black,Yes,Own
4588,Maplewood,110224,3938,395761,5,Other,No,Own
4589,Kingsley,184529,3912,1284462,6,Asian,No,Rent
4590,Kingsley,231644,898,813695,6,White,No,Rent
4591,Ashford,59960,4725,1434483,6,Other,No,Own
4592,Maplewood,117695,2279,1289648,6,Hispanic,Yes,Own
4593,Ashford,160066,2022,1329516,4,Asian,Yes,Rent
4594,Rosedale,168982,1804,1464952,6,Asian,Yes,Own
4595,Rosedale,32693,1276,769587,2,Other,No,Own
4596,Kingsley,145313,1935,248351,5,Black,No,Rent
4597,Kingsley,176930,3656,830264,1,Asian,No,Own
4598,Maplewood,58810,2505,1344588,2,Black,No,Own
4599,Rosedale,50092,1317,273808,6,Asian,No,Rent
4600,Rosedale,249851,2020,1111008,2,Asian,No,Own
4601,Maplewood,209772,3306,502867,1,Asian,No,Own
4602,Kingsley,88105,1991,970895,6,Hispanic,No,Own
4603,Huntington,191577,4680,107771,2,Black,Yes,Own
4604,Rosedale,234300,4043,441140,4,Hispanic,No,Own
4605,Kingsley,58555,2777,1480893,4,Black,No,Own
4606,Huntington,101934,3042,265189,5,Hispanic,No,Own
4607,Huntington,102788,3890,1356706,5,Hispanic,No,Own
4608,Maplewood,107257,2687,817497,7,Hispanic,No,Own
4609,Huntington,47939,1773,441572,2,Other,Yes,Own
4610,Rosedale,172897,865,108689,1,Hispanic,Yes,Own
4611,Rosedale,185223,3706,1176639,4,Asian,No,Own
4612,Maplewood,158068,1370,1467918,3,White,No,Own
4613,Ashford,30036,4692,1359246,5,Hispanic,No,Own
4614,Maplewood,123948,1107,233823,7,White,No,Rent
4615,Maplewood,113707,4208,1010195,4,White,No,Rent
4616,Rosedale,69051,4542,1493904,7,Asian,No,Own
4617,Huntington,110738,1582,408135,6,White,No,Own
4618,Huntington,103596,1565,433019,2,White,No,Own
4619,Rosedale,90071,4275,847916,7,White,No,Own
4620,Huntington,160613,1572,1045113,4,Black,No,Own
4621,Huntington,103601,4657,943087,4,Hispanic,No,Own
4622,Kingsley,59873,3985,1351032,2,Hispanic,Yes,Own
4623,Maplewood,197720,1339,687465,5,White,No,Rent
4624,Kingsley,101468,2849,1206972,5,Asian,No,Own
4625,Huntington,56470,4083,903309,3,Black,No,Rent
4626,Kingsley,226201,2463,118405,3,Asian,No,Own
4627,Rosedale,38328,1847,216435,5,Asian,No,Own
4628,Ashford,167405,4636,146233,5,White,Yes,Own
4629,Kingsley,151173,4239,907903,7,Other,No,Rent
4630,Ashford,76638,1305,1414022,5,White,No,Own
4631,Maplewood,41268,4047,999898,5,Other,No,Own
4632,Rosedale,231675,4300,1490768,4,Black,Yes,Own
4633,Huntington,143920,2710,722260,3,Other,No,Rent
4634,Huntington,140379,1532,1041015,2,White,No,Own
4635,Maplewood,178117,4313,1022526,1,White,Yes,Own
4636,Huntington,201813,2371,1453959,2,Asian,No,Rent
4637,Rosedale,249378,3742,827051,6,White,No,Own
4638,Kingsley,203842,3121,1376664,1,White,No,Own
4639,Kingsley,37887,4135,223811,4,Hispanic,No,Own
4640,Huntington,54918,3553,1007529,6,Hispanic,No,Rent
4641,Huntington,65497,2172,159269,3,Asian,Yes,Own
4642,Rosedale,123562,2244,727846,1,Other,No,Own
4643,Huntington,222081,4176,1239444,5,Other,No,Rent
4644,Maplewood,41929,1089,882170,6,Hispanic,No,Own
4645,Kingsley,132201,2865,948327,4,Black,No,Rent
4646,Kingsley,222834,863,1446004,1,Hispanic,No,Own
4647,Kingsley,240171,4745,541856,5,Black,Yes,Own
4648,Rosedale,146566,1129,1039957,6,Other,No,Own
4649,Huntington,58546,2763,1377873,4,Hispanic,No,Rent
4650,Maplewood,239496,3888,1354022,6,White,Yes,Own
4651,Maplewood,198410,3290,604254,1,Black,Yes,Own
4652,Kingsley,195355,940,602542,5,Black,No,Own
4653,Ashford,112494,3273,1055480,3,Black,No,Rent
4654,Huntington,239242,4703,1394530,7,Other,No,Own
4655,Rosedale,245859,1249,1031229,4,Asian,No,Own
4656,Maplewood,76566,2625,568089,1,White,No,Rent
4657,Huntington,115464,1669,1136483,5,Hispanic,No,Rent
4658,Ashford,158279,4364,274115,3,Black,No,Own
4659,Maplewood,111991,4459,597730,6,Other,No,Rent
4660,Kingsley,122680,4402,177080,5,Black,No,Own
4661,Ashford,58013,1192,1344638,7,Hispanic,No,Own
4662,Kingsley,82132,1641,1104554,3,White,No,Own
4663,Ashford,248484,3248,163131,1,Black,No,Own
4664,Huntington,189156,3591,962447,5,Other,Yes,Rent
4665,Huntington,137855,3753,1487579,7,Other,No,Rent
4666,Kingsley,182215,2158,833833,5,Asian,No,Own
4667,Maplewood,121627,1790,1302737,2,Other,No,Rent
4668,Huntington,152772,1838,953670,4,Asian,No,Own
4669,Kingsley,175251,827,438084,5,White,No,Own
4670,Kingsley,219798,1187,461278,7,Hispanic,No,Rent
4671,Rosedale,171294,1632,842886,3,Asian,No,Rent
4672,Huntington,221037,1049,423540,4,Black,No,Own
4673,Kingsley,94068,2827,103877,1,Black,Yes,Own
4674,Maplewood,185021,2328,994839,7,Hispanic,No,Own
4675,Rosedale,46116,4993,708544,4,Other,No,Own
4676,Huntington,212124,2638,1180394,2,Black,No,Own
4677,Maplewood,81369,2160,855244,1,Asian,No,Own
4678,Huntington,209889,3909,148555,5,Hispanic,Yes,Own
4679,Kingsley,133100,2123,928800,7,Black,No,Rent
4680,Kingsley,244275,3026,1065684,6,Other,No,Own
4681,Rosedale,235383,4480,976098,1,Other,No,Own
4682,Maplewood,59655,1691,985209,7,Black,No,Rent
4683,Huntington,218874,2105,622126,1,Hispanic,Yes,Own
4684,Rosedale,77632,4992,472072,2,White,No,Rent
4685,Kingsley,175265,1061,1175196,3,Black,No,Own
4686,Rosedale,241284,3140,483382,1,Other,No,Own
4687,Maplewood,191848,2593,1471259,7,White,No,Own
4688,Maplewood,204297,3096,1165653,3,Hispanic,No,Own
4689,Ashford,221082,3092,183335,4,Other,No,Own
4690,Huntington,243807,2970,147285,6,Hispanic,No,Own
4691,Rosedale,226523,1124,544451,2,Black,No,Own
4692,Rosedale,209884,1785,772979,5,Hispanic,Yes,Own
4693,Rosedale,241674,4652,1206053,7,Other,Yes,Own
4694,Ashford,48895,2539,703035,7,Black,No,Rent
4695,Rosedale,226854,2660,121169,7,Other,Yes,Rent
4696,Huntington,182281,3937,392517,1,Other,No,Rent
4697,Ashford,243408,4698,1181245,6,White,Yes,Own
4698,Ashford,222879,1635,565386,6,Asian,No,Own
4699,Maplewood,53086,4954,679408,3,Hispanic,No,Own
4700,Huntington,115637,3578,428520,1,Hispanic,No,Rent
4701,Maplewood,243099,2196,678523,7,White,No,Own
4702,Maplewood,188279,2476,213307,6,Hispanic,No,Own
4703,Kingsley,137334,2637,463920,7,White,No,Own
4704,Ashford,181969,4521,771207,7,Hispanic,No,Own
4705,Rosedale,93083,4472,647835,7,Hispanic,No,Own
4706,Rosedale,125028,3822,630863,2,Other,Yes,Rent
4707,Kingsley,96957,2471,1284491,5,White,No,Rent
4708,Maplewood,127551,1716,324059,4,Hispanic,No,Own
4709,Huntington,108506,1717,901284,4,Asian,No,Own
4710,Kingsley,168355,1933,938093,3,White,No,Own
4711,Rosedale,124024,2636,240229,6,White,Yes,Own
4712,Ashford,111481,2938,1236518,4,White,Yes,Rent
4713,Rosedale,30255,4807,478870,3,Other,No,Own
4714,Kingsley,237627,2705,868180,5,White,No,Rent
4715,Ashford,45487,4789,997168,7,Other,Yes,Own
4716,Rosedale,49346,4285,1396186,1,Asian,No,Own
4717,Ashford,65050,2920,1221544,2,Black,No,Own
4718,Huntington,38744,3532,354686,5,Other,No,Rent
4719,Rosedale,185828,3569,905269,5,Hispanic,No,Own
4720,Huntington,91596,2121,180684,4,White,No,Rent
4721,Rosedale,244469,4516,741992,4,Black,No,Rent
4722,Maplewood,186218,4154,1225306,2,Other,Yes,Rent
4723,Maplewood,149640,2328,1115631,1,Hispanic,Yes,Rent
4724,Rosedale,85032,1559,770179,5,Black,Yes,Own
4725,Maplewood,72687,4212,565377,6,Asian,No,Own
4726,Maplewood,207175,2157,1418124,4,Other,No,Own
4727,Huntington,183048,2990,1163250,5,Other,No,Own
4728,Huntington,92863,4281,710211,1,Asian,No,Rent
4729,Kingsley,161663,1748,511913,3,Other,No,Own
4730,Maplewood,36277,2879,1102587,1,White,No,Own
4731,Maplewood,91860,2566,1340311,5,Other,No,Rent
4732,Maplewood,163332,827,991751,5,White,No,Own
4733,Kingsley,226955,3270,1176613,2,Other,Yes,Own
4734,Huntington,54741,3338,999997,5,Hispanic,No,Own
4735,Rosedale,149720,959,1254662,4,Hispanic,Yes,Rent
4736,Maplewood,67211,3692,662270,6,Black,No,Own
4737,Ashford,202614,4913,485453,2,Hispanic,No,Rent
4738,Rosedale,36869,4522,991674,5,Asian,No,Own
4739,Rosedale,117616,4531,1086028,1,Black,No,Rent
4740,Kingsley,225804,3271,891588,5,Hispanic,Yes,Own
4741,Kingsley,124515,2370,662568,1,White,Yes,Own
4742,Maplewood,180494,1636,699612,1,Other,No,Own
4743,Maplewood,196685,4738,160706,5,Hispanic,No,Own
4744,Huntington,218088,3086,835081,1,White,No,Own
4745,Maplewood,90110,4205,315342,6,Black,No,Own
4746,Maplewood,249601,3470,241043,3,Other,Yes,Own
4747,Maplewood,238994,4912,1070644,2,Hispanic,No,Rent
4748,Maplewood,64033,2427,667696,5,Black,No,Own
4749,Rosedale,75213,2666,283094,7,Hispanic,No,Rent
4750,Huntington,223065,1004,1286135,3,Black,No,Rent
4751,Rosedale,42938,4379,348670,1,Hispanic,No,Own
4752,Rosedale,160842,3974,1169573,1,White,No,Own
4753,Kingsley,237767,1591,1148482,2,Asian,No,Own
4754,Ashford,32274,4892,705196,3,White,No,Rent
4755,Huntington,114390,4547,1495504,3,Other,Yes,Rent
4756,Huntington,192887,1905,264857,5,Hispanic,No,Own
4757,Maplewood,237090,1890,1382642,1,Asian,No,Own
4758,Kingsley,180033,2407,682964,7,Asian,No,Own
4759,Ashford,50044,2639,1142867,4,Other,No,Rent
4760,Huntington,129372,4197,632661,7,Other,No,Rent
4761,Ashford,183047,866,261355,5,Asian,No,Rent
4762,Huntington,44706,2078,286983,5,Other,Yes,Own
4763,Kingsley,167046,4958,1243527,5,Other,No,Own
4764,Maplewood,106464,1613,912846,2,Hispanic,No,Rent
4765,Ashford,51213,1202,1003571,2,White,No,Rent
4766,Huntington,31950,2802,1284348,5,Black,Yes,Own
4767,Huntington,246085,4966,557359,6,Asian,No,Own
4768,Maplewood,40411,3725,1342877,4,Black,No,Own
4769,Kingsley,158603,3793,1293549,3,Asian,No,Rent
4770,Rosedale,248303,1886,264500,3,Asian,No,Own
4771,Maplewood,207228,3366,1123189,1,White,Yes,Own
4772,Rosedale,92744,1571,791047,3,Asian,Yes,Own
4773,Maplewood,178843,4472,1273650,7,Asian,No,Own
4774,Huntington,230882,4048,675512,3,White,No,Own
4775,Rosedale,65053,2469,1137634,4,Other,No,Own
4776,Huntington,213148,2356,393996,3,Black,No,Rent
4777,Maplewood,168117,3758,360346,7,Asian,Yes,Own
4778,Rosedale,87623,1951,974977,4,White,No,Own
4779,Maplewood,59714,2017,1081706,2,Asian,No,Own
4780,Maplewood,195458,3031,1399113,4,White,Yes,Own
4781,Maplewood,139283,4744,1326926,2,Black,No,Own
4782,Maplewood,38562,2842,392009,4,Hispanic,No,Own
4783,Ashford,85048,1505,1291937,5,Other,No,Own
4784,Rosedale,123295,3469,956702,7,Hispanic,No,Rent
4785,Rosedale,42026,2913,1234125,6,White,Yes,Rent
4786,Rosedale,136147,3777,528737,2,Asian,No,Own
4787,Huntington,61589,1222,668615,2,Other,No,Rent
4788,Huntington,138199,2821,213209,3,Black,No,Rent
4789,Ashford,127274,4593,1345167,2,Other,No,Rent
4790,Rosedale,56844,4931,1133196,4,Asian,No,Own
4791,Maplewood,184519,1330,1133504,5,Hispanic,No,Rent
4792,Huntington,120415,890,118409,5,White,No,Own
4793,Maplewood,238574,4172,774877,3,Hispanic,No,Rent
4794,Rosedale,244340,2742,1455253,4,Other,No,Own
4795,Rosedale,84708,4605,679632,4,Asian,No,Own
4796,Rosedale,224997,2040,1350125,1,White,No,Own
4797,Maplewood,100825,2558,716196,2,Asian,No,Rent
4798,Kingsley,81574,897,309074,3,Asian,No,Rent
4799,Maplewood,115548,2279,150756,5,Other,No,Own
4800,Kingsley,179884,2632,577038,7,Hispanic,No,Own
4801,Maplewood,216381,3385,276031,6,Asian,Yes,Rent
4802,Maplewood,94230,4447,910976,1,Asian,Yes,Own
4803,Huntington,202700,879,118733,4,Asian,No,Own
4804,Maplewood,70581,3023,547427,2,White,No,Rent
4805,Huntington,207700,3369,284588,5,Asian,Yes,Rent
4806,Ashford,249700,2572,137487,7,Asian,No,Own
4807,Maplewood,55105,1923,140849,1,Other,No,Own
4808,Huntington,109830,4611,507766,4,Asian,No,Rent
4809,Maplewood,99157,4274,190930,5,Asian,No,Rent
4810,Huntington,193514,3423,936131,5,Other,No,Own
4811,Maplewood,117235,2203,981455,4,White,No,Own
4812,Huntington,32347,3378,571399,4,Hispanic,No,Own
4813,Maplewood,77650,1131,590486,3,Other,No,Rent
4814,Ashford,178182,4408,391162,5,White,No,Own
4815,Kingsley,223242,1539,1104667,4,Hispanic,No,Own
4816,Huntington,165995,841,907463,6,Asian,No,Own
4817,Huntington,212873,4678,1344812,7,Other,No,Own
4818,Huntington,223843,2749,470570,7,Asian,No,Own
4819,Huntington,154926,4260,100056,6,Other,No,Own
4820,Maplewood,111147,2928,343349,7,Hispanic,Yes,Own
4821,Rosedale,78135,2954,770712,1,White,Yes,Own
4822,Rosedale,49199,2037,611854,7,Other,No,Own
4823,Rosedale,170138,2566,1479403,2,White,Yes,Rent
4824,Rosedale,131583,2641,1411441,7,Asian,Yes,Own
4825,Ashford,213208,1305,1128077,6,Asian,No,Rent
4826,Maplewood,122290,2641,575521,3,Hispanic,No,Own
4827,Kingsley,197647,2194,1145429,4,Hispanic,No,Own
4828,Maplewood,150787,1056,545185,2,Black,No,Own
4829,Rosedale,207805,2520,664482,3,Black,No,Rent
4830,Ashford,144427,1871,801916,5,Hispanic,No,Own
4831,Kingsley,178063,2422,864743,2,Asian,No,Own
4832,Kingsley,183625,2866,1228458,6,White,No,Own
4833,Kingsley,117493,1869,1028415,3,Hispanic,Yes,Own
4834,Maplewood,161706,1250,1300520,4,White,No,Own
4835,Ashford,42771,1697,1353975,4,Black,Yes,Rent
4836,Maplewood,155607,4528,1221648,7,White,No,Own
4837,Rosedale,179370,881,748207,3,Hispanic,Yes,Own
4838,Rosedale,109876,1536,1496688,5,Asian,No,Rent
4839,Maplewood,197071,4974,853646,7,Hispanic,No,Own
4840,Rosedale,232959,4744,1193113,6,Other,No,Own
4841,Huntington,89648,3007,1102581,3,Other,No,Own
4842,Huntington,223740,4748,1088323,1,Other,No,Own
4843,Rosedale,230446,2802,523959,3,Asian,No,Own
4844,Maplewood,228581,2491,331735,3,Hispanic,Yes,Own
4845,Maplewood,105783,1979,1221517,6,Other,No,Rent
4846,Rosedale,74440,3735,1114221,4,Hispanic,No,Own
4847,Huntington,61655,3315,1311853,7,Black,No,Rent
4848,Maplewood,73039,1261,117645,5,Other,No,Own
4849,Kingsley,85255,3701,1261237,7,Other,No,Own
4850,Maplewood,102219,916,1482193,3,Asian,Yes,Own
4851,Huntington,216061,2454,937166,2,Hispanic,No,Own
4852,Rosedale,41244,2598,1014137,4,Asian,No,Own
4853,Kingsley,124594,1459,1166458,4,Asian,No,Own
4854,Rosedale,88595,4037,977292,3,Hispanic,Yes,Rent
4855,Kingsley,200623,2922,309611,6,Black,No,Rent
4856,Maplewood,224302,4619,1060850,2,Hispanic,Yes,Own
4857,Maplewood,133898,4143,1370290,3,Black,Yes,Rent
4858,Huntington,58371,3350,244051,2,Asian,No,Rent
4859,Huntington,230430,2386,1249089,4,Black,No,Own
4860,Huntington,189950,3547,480895,2,Black,Yes,Own
4861,Kingsley,197229,1434,1193404,7,Black,No,Rent
4862,Huntington,35914,3682,762588,3,Other,No,Own
4863,Maplewood,244772,3611,305908,1,Other,No,Rent
4864,Rosedale,57180,4815,220354,1,Asian,Yes,Own
4865,Rosedale,164760,3539,206500,2,Hispanic,No,Own
4866,Kingsley,110219,2684,401062,6,Black,No,Own
4867,Rosedale,108616,2318,345377,3,Other,Yes,Rent
4868,Maplewood,170988,1421,1099896,5,Hispanic,No,Own
4869,Ashford,217435,2337,355333,1,Black,No,Own
4870,Huntington,125213,3137,444901,4,Hispanic,Yes,Own
4871,Rosedale,188432,2794,696285,7,White,No,Own
4872,Maplewood,67805,2870,838761,3,Black,No,Own
4873,Maplewood,174525,3165,361372,3,Hispanic,No,Own
4874,Maplewood,156599,3645,851266,7,Black,No,Own
4875,Rosedale,183775,3838,1352516,1,Black,Yes,Own
4876,Kingsley,220093,1654,935815,7,White,Yes,Own
4877,Kingsley,104176,3528,1017831,7,Hispanic,No,Own
4878,Kingsley,124799,1715,870997,5,Asian,No,Own
